,Title,Genre,GenreCorrected,GenreListed
586,Cruise of the Jasper B,comedy,comedy,['comedy']
587,Dance Madness,comedy,comedy,['comedy']
588,Don Juan,adventure,action,['action']
589,Ella Cinders,comedy,comedy,['comedy']
590,The Exquisite Sinner,drama,drama,['drama']
591,Fine Manners,comedy,comedy,['comedy']
592,Flesh and the Devil,melodrama,drama,['drama']
593,For Heaven's Sake,comedy,comedy,['comedy']
594,The Gay Deceiver,comedy,comedy,['comedy']
595,The General,comedy,comedy,['comedy']
596,The Great Gatsby,drama,drama,['drama']
597,The Great K & A Train Robbery,western,action,['action']
598,Hands Up!,comedy,comedy,['comedy']
599,High Steppers,drama,drama,['drama']
600,The Joy Girl,comedy,comedy,['comedy']
601,Kid Boots,comedy,comedy,['comedy']
602,Kiki,romantic comedy,romance comedy,['comedy' 'romance']
603,A Kiss for Cinderella,"fantasy, romance","fantasy, romance",['fantasy' 'romance']
604,Looking for Trouble,western,action,['action']
605,The Magician,horror,action,['action']
606,Mantrap,romantic comedy,romance comedy,['comedy' 'romance']
607,Mare Nostrum,spy,action,['action']
608,Miss Brewster's Millions,comedy,comedy,['comedy']
609,The New Klondike,romantic comedy,romance comedy,['comedy' 'romance']
610,Old Ironsides,adventure,action,['action']
611,Private Izzy Murphy,comedy,comedy,['comedy']
612,The Sea Beast,adventure,action,['action']
613,So This Is Paris,comedy,comedy,['comedy']
614,So's Your Old Man,comedy,comedy,['comedy']
615,The Sorrows of Satan,fantasy,fantasy,['fantasy']
616,Sparrows,unknown,,[]
617,The Strong Man,comedy,comedy,['comedy']
618,The Temptress,drama,drama,['drama']
619,Torrent,romance,romance,['romance']
620,"Tramp, Tramp, Tramp",comedy,comedy,['comedy']
621,What Price Glory?,war,action,['action']
622,The Winning of Barbara Worth,western,action,['action']
623,A Woman of the Sea,unknown,,[]
624,Adam and Evil,comedy,comedy,['comedy']
625,The Cat and the Canary,"comedy, horror, mystery","comedy, action, thriller",['action' 'comedy' 'thriller']
626,Chang: A Drama of the Wilderness,semi-staged documentary,semi-staged cultural,['cultural' 'semi' 'stage']
627,Chicago,comedy drama,comedy drama,['comedy' 'drama']
628,Children of Divorce,drama,drama,['drama']
629,College,romantic comedy,romance comedy,['comedy' 'romance']
630,The College Hero,romantic comedy,romance comedy,['comedy' 'romance']
631,The Enemy,drama,drama,['drama']
632,The Fair Co-Ed,comedy,comedy,['comedy']
633,The First Auto,comedy drama,comedy drama,['comedy' 'drama']
634,For the Love of Mike,romance,romance,['romance']
635,Foreign Devils,adventure,action,['action']
636,The Garden of Allah,romance,romance,['romance']
637,The Girl from Chicago,crime drama,action drama,['action' 'drama']
638,His First Flame,comedy,comedy,['comedy']
639,Hula,romantic comedy,romance comedy,['comedy' 'romance']
640,Husband Hunters,romantic comedy,romance comedy,['comedy' 'romance']
641,It,romantic comedy,romance comedy,['comedy' 'romance']
642,The Jazz Singer,drama,drama,['drama']
643,The Kid Brother,comedy,comedy,['comedy']
644,The King of Kings,biblical drama,biblical drama,['biblical' 'drama']
645,Knockout Reilly,drama,drama,['drama']
646,A Little Journey,comedy,comedy,['comedy']
647,London After Midnight,thriller,action,['action']
648,Long Pants,comedy,comedy,['comedy']
649,The Love of Sunya,drama,drama,['drama']
650,My Best Girl,romantic comedy,romance comedy,['comedy' 'romance']
651,The Red Mill,comedy,comedy,['comedy']
652,Resurrection,drama,drama,['drama']
653,The Road to Romance,drama,drama,['drama']
654,Rookies,comedy,comedy,['comedy']
655,The Scar of Shame,race film,race ,['race']
656,The Show,drama,drama,['drama']
657,Spring Fever,romance,romance,['romance']
658,The Student Prince in Old Heidelberg,romantic comedy,romance comedy,['comedy' 'romance']
659,Sunrise: A Song of Two Humans,melodrama,drama,['drama']
660,Two Arabian Knights,comedy adventure,comedy action,['action' 'comedy']
661,Underworld,crime,action,['action']
662,The Unknown,horror,action,['action']
663,The Way of All Flesh,melodrama,drama,['drama']
664,When a Man Loves,historical drama,cultural drama,['cultural' 'drama']
665,Why Girls Love Sailors,comedy,comedy,['comedy']
666,Wings,war,action,['action']
667,The Yankee Clipper,adventure,action,['action']
668,4 Devils,drama,drama,['drama']
669,Abie's Irish Rose,comedy,comedy,['comedy']
670,Across to Singapore,"romance, drama","romance, drama",['drama' 'romance']
671,The Air Circus,drama,drama,['drama']
672,Alias Jimmy Valentine,crime,action,['action']
673,The Barker,drama,drama,['drama']
674,The Battle of the Sexes,drama,drama,['drama']
675,Beware of Bachelors,comedy,comedy,['comedy']
676,The Cameraman,"comedy, romance","comedy, romance",['comedy' 'romance']
677,The Cardboard Lover,comedy,comedy,['comedy']
678,The Cavalier,western,action,['action']
679,The Circus,"comedy, adventure","comedy, action",['action' 'comedy']
680,The Crimson City,drama,drama,['drama']
681,The Crowd,drama,drama,['drama']
682,The Divine Woman,drama,drama,['drama']
683,The Docks of New York,melodrama,drama,['drama']
684,Don't Marry,comedy,comedy,['comedy']
685,Doomsday,drama,drama,['drama']
686,Dream of Love,historical drama,cultural drama,['cultural' 'drama']
687,Dressed to Kill,drama,drama,['drama']
688,Drums of Love,romance,romance,['romance']
689,Dry Martini,comedy,comedy,['comedy']
690,Feel My Pulse,romantic comedy,romance comedy,['comedy' 'romance']
691,Forbidden Hours,drama,drama,['drama']
692,Four Sons,drama,drama,['drama']
693,Four Walls,drama,drama,['drama']
694,Gang War,crime,action,['action']
695,The Garden of Eden,drama,drama,['drama']
696,The Gateway of the Moon,romantic comedy,romance comedy,['comedy' 'romance']
697,A Girl in Every Port,romantic comedy,romance comedy,['comedy' 'romance']
698,Glorious Betsy,drama,drama,['drama']
699,The Godless Girl,drama,drama,['drama']
700,Half a Bride,romance,romance,['romance']
701,Hangman's House,"romance, drama","romance, drama",['drama' 'romance']
702,The Hawk's Nest,crime,action,['action']
703,Heart Trouble,comedy,comedy,['comedy']
704,A Lady of Chance,romance,romance,['romance']
705,The Last Command,melodrama,drama,['drama']
706,"Laugh, Clown, Laugh",melodrama,drama,['drama']
707,The Law of the Range,western,action,['action']
708,The Legion of the Condemned,war,action,['action']
709,Lights of New York,"crime, drama","action, drama",['action' 'drama']
710,Lilac Time,war,action,['action']
711,The Lion and the Mouse,drama,drama,['drama']
712,Love Me and the World Is Mine,romance,romance,['romance']
713,The Magnificent Flirt,comedy,comedy,['comedy']
714,The Man Who Laughs,melodrama,drama,['drama']
715,The Matinee Idol,romance,romance,['romance']
716,The Mating Call,drama,drama,['drama']
717,My Man,comedy,comedy,['comedy']
718,The Mysterious Lady,"romance, drama","romance, drama",['drama' 'romance']
719,Naughty Baby,comedy,comedy,['comedy']
720,Night Watch,drama,drama,['drama']
721,Noah's Ark,drama,drama,['drama']
722,On Trial,drama,drama,['drama']
723,Our Dancing Daughters,melodrama,drama,['drama']
724,The Patriot,historical,cultural,['cultural']
725,The Red Dance,drama,drama,['drama']
726,Red Hair,comedy,comedy,['comedy']
727,Sadie Thompson,drama,drama,['drama']
728,Say It with Sables,drama,drama,['drama']
729,Sharp Shooters,comedy,comedy,['comedy']
730,Show Girl,comedy,comedy,['comedy']
731,Show People,comedy,comedy,['comedy']
732,The Showdown,drama,drama,['drama']
733,The Singing Fool,melodrama,drama,['drama']
734,The Smart Set,comedy,comedy,['comedy']
735,So This Is Love?,comedy,comedy,['comedy']
736,Speedy,comedy,comedy,['comedy']
737,"Steamboat Bill, Jr.",comedy,comedy,['comedy']
738,Stop That Man!,comedy,comedy,['comedy']
739,Street Angel,melodrama,drama,['drama']
740,Submarine,drama,drama,['drama']
741,Tenderloin,crime,action,['action']
742,The Terror,mystery,thriller,['thriller']
743,That Certain Thing,comedy,comedy,['comedy']
744,Three Weekends,comedy drama,comedy drama,['comedy' 'drama']
745,The Viking,historical,cultural,['cultural']
746,We Faw Down,comedy,comedy,['comedy']
747,The Wedding March,melodrama,drama,['drama']
748,West of Zanzibar,melodrama,drama,['drama']
749,West Point,romance,romance,['romance']
750,What a Night!,romantic comedy,romance comedy,['comedy' 'romance']
751,While the City Sleeps,crime drama,action drama,['action' 'drama']
752,White Shadows in the South Seas,"drama, adventure","drama, action",['action' 'drama']
753,Wife Savers,comedy,comedy,['comedy']
754,The Wind,drama,drama,['drama']
755,A Woman of Affairs,melodrama,drama,['drama']
756,Acquitted,drama,drama,['drama']
757,Alibi,crime,action,['action']
758,Applause,musical,cultural,['cultural']
759,The Argyle Case,mystery,thriller,['thriller']
760,The Aviator,comedy,comedy,['comedy']
761,Berth Marks,comedy,comedy,['comedy']
762,Betrayal,drama,drama,['drama']
763,Big Business,comedy,comedy,['comedy']
764,Broadway,musical,cultural,['cultural']
765,Broadway Babies,musical,cultural,['cultural']
766,The Broadway Melody,musical comedy,cultural comedy,['comedy' 'cultural']
767,Bulldog Drummond,mystery,thriller,['thriller']
768,The Canary Murder Case,mystery,thriller,['thriller']
769,Captain Lash,adventure,action,['action']
770,Careers,comedy,comedy,['comedy']
771,The Case of Lena Smith,drama,drama,['drama']
772,Children of the Ritz,drama,drama,['drama']
773,Close Harmony,musical,cultural,['cultural']
774,The Cocoanuts,musical comedy,cultural comedy,['comedy' 'cultural']
775,Coquette,drama,drama,['drama']
776,The Cock-Eyed World,musical comedy,cultural comedy,['comedy' 'cultural']
777,Dance Hall,musical,cultural,['cultural']
778,The Dance of Life,musical comedy,cultural comedy,['comedy' 'cultural']
779,Dangerous Curves,romantic comedy,romance comedy,['comedy' 'romance']
780,A Dangerous Woman,drama,drama,['drama']
781,The Delightful Rogue,romantic comedy,romance comedy,['comedy' 'romance']
782,Desert Nights,drama,drama,['drama']
783,The Desert Song,operetta,operetta,['operetta']
784,Disraeli,drama,drama,['drama']
785,The Divine Lady,historical,cultural,['cultural']
786,The Donovan Affair,comedy mystery,comedy thriller,['comedy' 'thriller']
787,Drag,drama,drama,['drama']
788,Dynamite,drama,drama,['drama']
789,Eternal Love,historical drama,cultural drama,['cultural' 'drama']
790,Fancy Baggage,drama,drama,['drama']
791,Fast Company,comedy,comedy,['comedy']
792,Flight,adventure,action,['action']
793,The Flying Fleet,romantic drama,romance drama,['drama' 'romance']
794,Footlights and Fools,musical comedy,cultural comedy,['comedy' 'cultural']
795,The Forward Pass,drama,drama,['drama']
796,Fox Movietone Follies of 1929,musical,cultural,['cultural']
797,The Gamblers,drama,drama,['drama']
798,Glorifying the American Girl,musical,cultural,['cultural']
799,Gold Diggers of Broadway,musical comedy,cultural comedy,['comedy' 'cultural']
800,The Great Divide,western,action,['action']
801,The Great Gabbo,musical comedy,cultural comedy,['comedy' 'cultural']
802,Half Marriage,drama,drama,['drama']
803,Hallelujah!,drama,drama,['drama']
804,Happy Days,musical,cultural,['cultural']
805,Hardboiled Rose,drama,drama,['drama']
806,His Glorious Night,romance,romance,['romance']
807,Honky Tonk,musical,cultural,['cultural']
808,Jazz Heaven,comedy,comedy,['comedy']
809,The Kiss,drama,drama,['drama']
810,The Lady Lies,romantic comedy,romance comedy,['comedy' 'romance']
811,Lady of the Pavements,comedy,comedy,['comedy']
812,The Last of Mrs. Cheyney,comedy drama,comedy drama,['comedy' 'drama']
813,The Last Warning,mystery,thriller,['thriller']
814,The Letter,drama,drama,['drama']
815,The Locked Door,drama,drama,['drama']
816,The Love Parade,musical comedy,cultural comedy,['comedy' 'cultural']
817,Lucky Boy,musical,cultural,['cultural']
818,Lucky Star,romantic drama,romance drama,['drama' 'romance']
819,Madame X,drama,drama,['drama']
820,The Man I Love,drama,drama,['drama']
821,Married in Hollywood,musical,cultural,['cultural']
822,Masked Emotions,adventure,action,['action']
823,Mexicali Rose,romance,romance,['romance']
824,The Mysterious Dr. Fu Manchu,detective,detective,['detective']
825,The Mysterious Island,fantasy,fantasy,['fantasy']
826,New Year's Eve,drama,drama,['drama']
827,New York Nights,crime,action,['action']
828,Night Parade,drama,drama,['drama']
829,One Hysterical Night,comedy,comedy,['comedy']
830,On with the Show,musical comedy,cultural comedy,['comedy' 'cultural']
831,Our Modern Maidens,drama,drama,['drama']
832,The Pagan,romance,romance,['romance']
833,Paris,musical comedy,cultural comedy,['comedy' 'cultural']
834,Queen Kelly,drama,drama,['drama']
835,Queen of the Night Clubs,musical,cultural,['cultural']
836,Redskin,drama,drama,['drama']
837,Rio Rita,musical comedy,cultural comedy,['comedy' 'cultural']
838,The River,drama,drama,['drama']
839,Sally,musical comedy,cultural comedy,['comedy' 'cultural']
840,The Saturday Night Kid,romantic comedy,romance comedy,['comedy' 'romance']
841,Say It with Songs,musical,cultural,['cultural']
842,Seven Faces,drama,drama,['drama']
843,Seven Footprints to Satan,horror,action,['action']
844,Show Boat,romance,romance,['romance']
845,Side Street,crime drama,action drama,['action' 'drama']
846,The Single Standard,romance drama,romance drama,['drama' 'romance']
847,The Sky Hawk,war,action,['action']
848,Smilin' Guns,western,action,['action']
849,Smiling Irish Eyes,drama,drama,['drama']
850,So Long Letty,musical comedy,cultural comedy,['comedy' 'cultural']
851,Spite Marriage,comedy,comedy,['comedy']
852,The Squall,drama,drama,['drama']
853,Stark Mad,adventure,action,['action']
854,Street Girl,drama,drama,['drama']
855,Sunny Side Up,musical comedy,cultural comedy,['comedy' 'cultural']
856,Syncopation,musical comedy,cultural comedy,['comedy' 'cultural']
857,Synthetic Sin,comedy,comedy,['comedy']
858,Tanned Legs,musical comedy,cultural comedy,['comedy' 'cultural']
859,The Thirteenth Chair,mystery,thriller,['thriller']
860,This Is Heaven,romance,romance,['romance']
861,This Thing Called Love,romance musical,romance cultural,['cultural' 'romance']
862,Thunderbolt,crime,action,['action']
863,Trent's Last Case,detective,detective,['detective']
864,The Trespasser,drama,drama,['drama']
865,Under the Southern Cross,drama,drama,['drama']
866,The Vagabond Lover,musical comedy,cultural comedy,['comedy' 'cultural']
867,The Valiant,drama,drama,['drama']
868,The Very Idea,comedy,comedy,['comedy']
869,The Virginian,western,action,['action']
870,Weary River,romantic drama,romance drama,['drama' 'romance']
871,Wedding Rings,drama,drama,['drama']
872,Welcome Danger,comedy,comedy,['comedy']
873,Where East is East,adventure,action,['action']
874,Why Be Good?,comedy,comedy,['comedy']
875,Wild Orchids,drama,drama,['drama']
876,The Wolf Song,comedy,comedy,['comedy']
877,Woman Trap,drama,drama,['drama']
878,Words and Music,musical comedy,cultural comedy,['comedy' 'cultural']
879,The Younger Generation,drama,drama,['drama']
880,Abraham Lincoln,drama,drama,['drama']
881,Africa Speaks!,documentary,cultural,['cultural']
882,Alias French Gertie,crime,action,['action']
883,All Quiet on the Western Front,"drama, war","drama, action",['action' 'drama']
884,Animal Crackers,comedy,comedy,['comedy']
885,Anna Christie,drama,drama,['drama']
886,The Bat Whispers,"horror, comedy","action, comedy",['action' 'comedy']
887,Beau Bandit,western,action,['action']
888,Behind the Make-Up,drama,drama,['drama']
889,The Benson Murder Case,drama,drama,['drama']
890,The Big House,drama,drama,['drama']
891,The Big Pond,romantic comedy,romance comedy,['comedy' 'romance']
892,The Big Trail,western,action,['action']
893,The Bishop Murder Case,mystery,thriller,['thriller']
894,Born Reckless,"drama, crime","drama, action",['action' 'drama']
895,Borrowed Wives,comedy,comedy,['comedy']
896,The Boudoir Diplomat,comedy,comedy,['comedy']
897,Bride of the Regiment,musical,cultural,['cultural']
898,Bright Lights,musical,cultural,['cultural']
899,Call of the Flesh,musical,cultural,['cultural']
900,The Case of Sergeant Grischa,drama,drama,['drama']
901,Chasing Rainbows,musical,cultural,['cultural']
902,Check and Double Check,comedy,comedy,['comedy']
903,Children of Pleasure,musical comedy,cultural comedy,['comedy' 'cultural']
904,Conspiracy,drama,drama,['drama']
905,Courage,drama,drama,['drama']
906,The Cuckoos,musical comedy,cultural comedy,['comedy' 'cultural']
907,Dancing Sweeties,romantic comedy,romance comedy,['comedy' 'romance']
908,Dangerous Nan McGrew,"comedy, western","comedy, action",['action' 'comedy']
909,The Dawn Patrol,"drama, war","drama, action",['action' 'drama']
910,The Devil to Pay!,comedy,comedy,['comedy']
911,The Devil's Holiday,drama,drama,['drama']
912,The Divorcee,drama,drama,['drama']
913,Dixiana,musical,cultural,['cultural']
914,The Doorway to Hell,"drama, crime","drama, action",['action' 'drama']
915,Doughboys,comedy,comedy,['comedy']
916,Dumbbells in Ermine,comedy,comedy,['comedy']
